text,label,
"I have got to modify purchase , how do I do it?",Neutral,
"The process was fine, but I wasn't entirely pleased with the returns.",Slightly Dissatisfied,
Absolutely ridiculous! overbilling is still unresolved after 5 days. Do I need to beg now?,Highly Dissatisfied,
"I aim to offer feedback without criticism, but the membership cancellation wasn't managed professionally.",Dissatisfied,
This has been dragging on way too long.,Dissatisfied,
"You guys did a great job overall. One small hiccup with the tracking, but no worries!",Satisfied,
 The return policy needs a serious update for clarity.,Dissatisfied,
Happy with the support I got for website bugs. Appreciate the quick resolution.,Satisfied,
The order confirmation email never showed up. Can you resend it?,Neutral,
"The return didn't land right for me, so I'm not fully happy.",Slightly Dissatisfied,
"The return experience was okay, but I'm not completely satisfied.",Slightly Dissatisfied,
" Honestly, this ain't worth the hassle.",Dissatisfied,
I'm thrilled with the quick turnaround on the product repair.good job!,Satisfied,
I need help modifying order ,Neutral,
Clusterfuck,Highly Dissatisfied,
Absolutely ridiculous! billing error is still unresolved after 9 days. Do I need to beg now?,Highly Dissatisfied,
Satisfactory,Neutral,
I'm dissatisfied with the way my damaged item problem was handled. Please resolve it.,Dissatisfied,
Expected much better quality.,Dissatisfied,
You guys nailed it. refund request was resolved perfectly. Thanks a lot!,Satisfied,
"I expected quicker action, but now I'm just waiting.",Slightly Dissatisfied,
"Nothing special, but works",Neutral,
"Kind of disappointed. The technical support delays wasn't great, but it's manageable.",Slightly Dissatisfied,
I am not happy with product quality.,Dissatisfied,
"Some items were missing from my order, and I'm disappointed.",Dissatisfied,
This is completely unacceptable! Why is no one giving me a direct response about my service activation delay?,Highly Dissatisfied,
It was an average experience dealing with delivery delays.,Neutral,
"Thought this would be a quick fix, but it's still going on.",Slightly Dissatisfied,
"Not too bad, not too good.",Neutral,
The delivery was delayed by three days. Can you confirm the current status?,Neutral,
 This felt rushed and unorganized. Do better.,Dissatisfied,
can i remove a product from purchase ,Neutral,
Please inform me if there's been any progress on resolving the malfunction in my product.,Neutral,
This refund issue has gone on long enough.it's ridiculous!,Highly Dissatisfied,
"Not the worst experience, but the wrong item made it frustrating.",Slightly Dissatisfied,
Good service! refund processing was resolved efficiently.,Satisfied,
"I mean no criticism, but the membership cancellation wasn't managed with enough professionalism.",Dissatisfied,
I don't feel like this was taken seriously enough.,Dissatisfied,
I'm still waiting for a response. How long does it take to answer a simple question?,Dissatisfied,
"The staff was mad unhelpful, like I didn?t even get the answers I needed. What?s up with that?",Slightly Dissatisfied,
can i modify order ,Neutral,
It shouldn't take this long to return something. Way too much work.,Dissatisfied,
"The long wait times were a slight inconvenience, but the experience was still decent.",Neutral,
"Not to sound critical, but the cancellation process for my membership didn't feel professional.",Dissatisfied,
My refund issue was addressed quickly.much appreciated!,Satisfied,
"Enough is enough! Overbilling for weeks, and your team still hasn't fixed it!",Highly Dissatisfied,
" Not tryna drag y'all, but this was a mess.",Dissatisfied,
"I don't want to complain, but technical support delays was not handled professionally at all.",Dissatisfied,
Kudos to the team for fixing my login issue so quickly.,Satisfied,
I appreciate the swift action on the delivery delay.wonderful job!,Satisfied,
Just wanted to check if my refund request is being processed right now.,Neutral,
"It's whatever, but the messaging was off the mark.",Slightly Dissatisfied,
i have got to remove something from order ,Neutral,
"Not amazing, not terrible. Just average.",Neutral,
I'm  impressed. refund request was fixed sooner than expected. Good work!,Satisfied,
"Order delivery took its sweet time, kinda over it.",Slightly Dissatisfied,
I am not happy with customer service.,Dissatisfied,
"The overall experience was fine, but overbilling left me feeling a bit unsure.",Neutral,
"Honestly, I thought this would be wrapped up by now.",Slightly Dissatisfied,
There's room for improvement. My service activation delay wasn't as smooth as expected.,Slightly Dissatisfied,
i made a mistake i want help to edit order ,Neutral,
Website's speed is awful. Took too long to check out.,Dissatisfied,
Thanks for turning around the delivery delay so quickly!,Satisfied,
"The return experience was fine, but it didn't fully meet my expectations.",Slightly Dissatisfied,
Can you provide an update on my customer service rudeness? Thanks.,Neutral,
The support for my login troubles was fast and effective.thank you!,Satisfied,
"I've contacted you twice now about the billing mistake, and nothing has been done yet.",Dissatisfied,
problem with swappingt some articles of purchase ,Neutral,
"The delay wasn't a huge deal, but it wasn't cool either.",Slightly Dissatisfied,
"This is okay, but damaged item received could've been smoother. Expected more.",Slightly Dissatisfied,
"I want to update order , how do I do it?",Neutral,
Happy with the support provided for my refund inquiry.thank you!,Satisfied,
This is such a shitty experience. Why is something so simple so complicated?,Dissatisfied,
Accessing my account is difficult due to login problems. Please resolve it quickly.,Dissatisfied,
"It all worked out, but the communication could've been improved.",Slightly Dissatisfied,
I'm happy with the website navigation; it went smoothly.,Satisfied,
I'm beyond frustrated. This order delivery situation is ridiculous.,Highly Dissatisfied,
Underwhelming,Slightly Dissatisfied,
Wtf! How do you mess this up again? This is absolutely unacceptable!,Highly Dissatisfied,
I got a completely different product than what I ordered. How does this happen?,Dissatisfied,
"The Wi-Fi?s been buffering forever, fr. How am I supposed to vibe with this lag?",Slightly Dissatisfied,
This is the worst refund processing I've encountered. Do something about it!,Highly Dissatisfied,
"Order was late AF, not the best experience.",Slightly Dissatisfied,
i want herlp to update order ,Neutral,
"It?s unfortunate there was a billing error, but it?s not something I can?t handle.",Slightly Dissatisfied,
"I was hoping for a quicker resolution, but it's taking longer than I hoped.",Slightly Dissatisfied,
"The product didn?t work as well as expected, and it was a bit disappointing.",Slightly Dissatisfied,
"Meh, it's fine. damaged item received wasn't ideal, though it's not a dealbreaker.",Slightly Dissatisfied,
"Really great quality, loved it",Satisfied,
"It?s a little disappointing that there was a billing mistake, but it?s not a major problem.",Slightly Dissatisfied,
No complaints at all. The customer service rudeness was handled well. Keep it up!,Satisfied,
"Hi, I have a question about damaged item received. Can someone assist?",Neutral,
Good service! website navigation was resolved efficiently.,Satisfied,
problem  with changing purchase ,Neutral,
I need to change some items of order ,Neutral,
Terrible,Dissatisfied,
"This is outrageous! I've been waiting for 2 days, and still no update on my billing error.",Highly Dissatisfied,
"Service did its thing, but the comm game wasn't strong.",Slightly Dissatisfied,
I was hoping for a quicker resolution to my order delivery. Slightly let down.,Slightly Dissatisfied,
Thanks to the team for sorting out my subscription problem with speed and care.,Satisfied,
Fantastic job fixing my login problem promptly.thank you!,Satisfied,
"I don't want to complain, but overbilling was not handled professionally at all.",Dissatisfied,
I'm beyond frustrated! Five days of waiting and still no clarity on my order!,Highly Dissatisfied,
"It did the job, no complaints",Neutral,
Thanks for resolving my subscription issue in no time.fantastic support!,Satisfied,
"Bruh, this is unacceptable. How hard is it to fix a simple refund request?",Highly Dissatisfied,
Delighted with the seamless support for my account access problem.,Satisfied,
can uhelp me add some items to order ,Neutral,
I was expecting a quicker response to the delay. I'm a bit disappointed.,Slightly Dissatisfied,
Thank you for your patience and willingness to resolve the issue.,Satisfied,
How long will it take for someone to give me a proper response about my service activation? This is absurd!,Highly Dissatisfied,
The product is overpriced for what it offers. Very disappointing.,Slightly Dissatisfied,
"The return vibes weren't great, so I'm feeling slightly off about it.",Slightly Dissatisfied,
Completely disappointed with delivery delays. The service is terrible.,Highly Dissatisfied,
Not impressed with the delivery,Slightly Dissatisfied,
"This is outrageous! I've been waiting for 2 days, and still no update on my long wait times for support.",Highly Dissatisfied,
The speed of the repair took me by surprise.in a good way!,Satisfied,
I need to add some articles to purchase ,Neutral,
Five days and no communication about my order? This is unacceptable!,Highly Dissatisfied,
"This is ridiculous! I paid for delivery, and now I'm dealing with this nightmare!",Highly Dissatisfied,
Fucking useless. You guys are a complete disaster.,Highly Dissatisfied,
Your support team's incompetence is costing me time and money. Fix it now!,Highly Dissatisfied,
I'm beyond frustrated! I paid for delivery and now this nightmare is my reality!,Highly Dissatisfied,
I've had to contact you twice now about my long wait times for support. Still not fixed.,Dissatisfied,
"I made a mistake, I want help editing order ",Neutral,
"Cancelling the subscription went smoothly, though it wasn't particularly memorable.",Neutral,
Your service is an absolute joke. Worst decision I've made to choose you!,Highly Dissatisfied,
"Not the worst experience, but long wait times has left me dissatisfied. Do better.",Dissatisfied,
Pathetic,Dissatisfied,
change several articles of order ,Neutral,
I'm tired of waiting for you to fix this billing mistake. Do your job!,Highly Dissatisfied,
I can't swap several items of purchase ,Neutral,
The item I received is not what I ordered.,Dissatisfied,
"Kind of disappointed. The account login issue wasn't great, but it's manageable.",Slightly Dissatisfied,
Super impressed. Keep doing what you're doing!,Satisfied,
"I am so angry right now! Paid for delivery, and now I'm facing this nonsense!",Highly Dissatisfied,
need help to swap an item of order ,Neutral,
It's kinda annoying when you overpromise and underdeliver.,Slightly Dissatisfied,
The delays were fixed faster than I anticipated.outstanding support!,Satisfied,
I shouldn't have to wait this long for a simple delivery.,Dissatisfied,
"After two hours on hold, I gave up. Completely unacceptable.",Highly Dissatisfied,
how to correct roder ,Neutral,
i need assistance switching an item of order ,Neutral,
"I've followed up twice about the billing problem, and it hasn't been addressed yet.",Dissatisfied,
I'm grateful for how you went above and beyond to address my concern.,Satisfied,
help updating order ,Neutral,
"OMG, your support team sucks. refund request has been dragging on for WEEKS now. Fix it NOW!",Highly Dissatisfied,
This whole ordeal has been a nightmare. Fix your terrible service immediately!,Highly Dissatisfied,
I'm impressed by the fast response and resolution.great job!,Satisfied,
I have to remove an item from order ,Neutral,
Not fully satisfied due to customer service.,Slightly Dissatisfied,
This is outrageous! I paid for delivery and got nothing but frustration in return!,Highly Dissatisfied,
I don't have strong feelings about billing error. It was neither bad nor good.,Neutral,
"Not terrible, but website bugs could've been handled better. Let's improve this.",Slightly Dissatisfied,
"I think website navigation needs improvement, though it was not terrible.",Slightly Dissatisfied,
"I received a damaged item, but it?s nothing that can?t be dealt with.",Slightly Dissatisfied,
"Every time I ask about these charges, I get no clarification at all. This is incredibly frustrating!",Highly Dissatisfied,
"Bruh, this is unacceptable. How hard is it to fix a simple subscription cancellation issues?",Highly Dissatisfied,
This billing error is unacceptable and should have been fixed ages ago!,Highly Dissatisfied,
This event was a total flop. The vibe was nothing like what they hyped it up to be.,Slightly Dissatisfied,
"I expected better, this feels pretty flimsy for what I paid.",Dissatisfied,
assistance to delete something from purcahse ,Neutral,
I'm  impressed. service activation delay was fixed sooner than expected. Good work!,Satisfied,
I was hoping for a quicker resolution. A bit disappointed by how long it's taking.,Slightly Dissatisfied,
Not fully satisfied due to delivery delays.,Slightly Dissatisfied,
"It was fine overall, but the back-and-forth wasn't hitting right.",Slightly Dissatisfied,
The support team made the refund process so easy.thank you!,Satisfied,
This overbilling nonsense has gone on long enough. Fix it today!,Highly Dissatisfied,
"The experience was okay. Nothing exceptional, but no complaints either.",Neutral,
"customer service rudeness was delayed, but at least the product works well. Can't complain much.",Neutral,
This refund issue is unacceptable. Why is it taking so long?,Highly Dissatisfied,
Waiting this long for a delivery is just unacceptable.,Dissatisfied,
"I'm frustrated with how my damaged item case was managed. Correct this, please.",Dissatisfied,
I'm writing to inquire if there are any updates on the malfunctioning product I reported.,Neutral,
I'm grateful for the smooth resolution of the login issue. Keep it up!,Satisfied,
need help with switching an item of purchase ,Neutral,
"The return game was weak, so I'm not super satisfied.",Slightly Dissatisfied,
Absolutely ridiculous! overbilling is still unresolved after 13 days. Do I need to beg now?,Highly Dissatisfied,
"Service was on point, but ngl, communication flopped a bit.",Slightly Dissatisfied,
"Why is your website such a pain in the ass to use? Seriously, fix it.",Dissatisfied,
"While the experience was decent, the long wait times were a bit much.",Neutral,
"Everything worked okay, but the back-and-forth wasn't great.",Slightly Dissatisfied,
Can you give me an update on what's being done about my product malfunction?,Neutral,
Your team did an amazing job in quickly resolving my issue.,Satisfied,
Unacceptable,Dissatisfied,
The team handled my situation with such efficiency.thank you!,Satisfied,
change purxhase ,Neutral,
"This is outrageous! I've been waiting for 7 days, and still no update on my customer service rudeness.",Highly Dissatisfied,
"It was handled fine, but the communication wasn't ideal.",Slightly Dissatisfied,
I'm delighted with the efficient handling of my delivery issue.,Satisfied,
Could you provide an update on whether my refund request is being handled?,Neutral,
I've had to put in more effort than I expected.,Dissatisfied,
A bit disappointed with the service.,Slightly Dissatisfied,
"Hi, I have a question about unexpected charges. Can someone assist?",Neutral,
I'm grateful for how quickly you sorted out the delivery problem.,Satisfied,
The final results are incredible.it was all worth it!,Satisfied,
Happy with the support I got for incorrect product received. Appreciate the quick resolution.,Satisfied,
Go fuck yourselves. I've never been treated so poorly by a company in my life.,Highly Dissatisfied,
I need assistance with adding a product to purchase ,Neutral,
I'm so happy with the quick solution to my product problem.,Satisfied,
Lovely,Satisfied,
Really impressed with the quick support for my account login concerns.,Satisfied,
"I expected better quality, but the product didn?t quite deliver.",Slightly Dissatisfied,
My account access issue was fixed in no time.great work!,Satisfied,
How is it this difficult to fix a billing error? This is absolutely ridiculous!,Highly Dissatisfied,
Absolute shit service. Never again.,Highly Dissatisfied,
Every detail was handled to perfection; it's truly impressive.,Satisfied,
"Not tryna be dramatic, but this refund process was a pain.",Dissatisfied,
Absolutely ridiculous! missing items in order is still unresolved after 11 days. Do I need to beg now?,Highly Dissatisfied,
"website bugs was delayed, but at least the product works well. Can't complain much.",Neutral,
I'm genuinely grateful for how quickly my delivery was sorted.,Satisfied,
i need assistance to delete a product from order ,Neutral,
Absolutely ridiculous! account login issue is still unresolved after 5 days. Do I need to beg now?,Highly Dissatisfied,
I'm appalled! Eight days and my login issue hasn't been addressed?,Highly Dissatisfied,
Biggest mistake I made,Dissatisfied,
Absolutely ridiculous! incorrect product received is still unresolved after 5 days. Do I need to beg now?,Highly Dissatisfied,
Nice,Neutral,
How is it possible that no one can provide a clear update on my service activation? This is beyond frustrating!,Highly Dissatisfied,
"The service was okay, but return process could have been better.",Slightly Dissatisfied,
The team did an excellent job resolving my login problem.,Satisfied,
Excellent work! The billing error was fixed sooner than I expected.,Satisfied,
"I'm losing patience! I've asked multiple times about my service activation delay, and no one is giving me a direct answer!",Highly Dissatisfied,
"I don't mean this as criticism, but the way my membership was canceled could have been improved.",Dissatisfied,
I'm following up on product malfunction. When can I expect it to be resolved?,Neutral,
"Service was okay, but the convo side could've been lit.",Slightly Dissatisfied,
I've had enough of this! I paid for delivery and got nothing but problems!,Highly Dissatisfied,
"No big deal, but the updates were sorta lacking.",Slightly Dissatisfied,
"The subscription cancellation process was straightforward, nothing remarkable.",Neutral,
Absolutely ridiculous! service activation delay is still unresolved after 3 days. Do I need to beg now?,Highly Dissatisfied,
There was a size error in my order. Can you help with an exchange?,Neutral,
There's nothing specific to praise or criticize about the subscription cancellation process.,Neutral,
My subscription issue was resolved faster than expected.thank you for the help!,Satisfied,
"I hav got to change order , help me",Neutral,
I do not knwo what I need to do to cancel order ,Neutral,
correcting order ,Neutral,
Unbearable,Highly Dissatisfied,
"I've already reached out twice about this billing mistake, but no resolution has been provided.",Dissatisfied,
"Not trying to be that person, but the canceling process was a vibe killer.",Dissatisfied,
"Your team missed a few things, but it wasn't entirely bad.",Slightly Dissatisfied,
This process has taken longer than it should have.,Dissatisfied,
"It didn?t quite live up to what I thought it would, and that?s disappointing.",Slightly Dissatisfied,
The handling of my damaged item request was poor. Please resolve it quickly.,Dissatisfied,
I'm very dissatisfied with how long the delivery took.,Dissatisfied,
"If you can't deliver on time, just quit your business.",Highly Dissatisfied,
How is it possible that 5 days have passed without any word on my delivery?,Highly Dissatisfied,
Why is it so hard for your team to fix a simple billing mistake? Do better!,Highly Dissatisfied,
"The order arrived, but it wasn't properly sealed. Thankfully, nothing was missing.",Slightly Dissatisfied,
The performance didn?t quite align with what I had in mind.,Slightly Dissatisfied,
"I'm not mad, just saying, the cancelation process could've been way better.",Dissatisfied,
Absolutely ridiculous! website bugs is still unresolved after 7 days. Do I need to beg now?,Highly Dissatisfied,
Your service is horrible. Overbilling for weeks and no one seems to care!,Highly Dissatisfied,
"I think service activation delay could've been handled better. It's not terrible, but it's not great.",Slightly Dissatisfied,
Thank you for your quick action in fixing the product.wonderful work!,Satisfied,
The prompt handling of my issue was a refreshing experience.thank you!,Satisfied,
"I don't wish to sound harsh, but the handling of the membership cancellation process was not ideal.",Dissatisfied,
Thank you for showing such dedication to customer satisfaction.,Satisfied,
"technical support delays was delayed, but at least the product works well. Can't complain much.",Neutral,
I'm outraged! It's been 5 days and I have no idea where my order is.,Highly Dissatisfied,
I'm not satisfied with the handling of my damaged item complaint. Please fix it.,Dissatisfied,
website navigation left me slightly disappointed.,Slightly Dissatisfied,
"Meh, it's fine. unexpected charges wasn't ideal, though it's not a dealbreaker.",Slightly Dissatisfied,
I'm very satisfied with the quick fix to my product issue.,Satisfied,
The order took forever. I'm over it.,Dissatisfied,
The team turned my experience around so quickly.thank you!,Satisfied,
"Kind of disappointed. The customer service rudeness wasn't great, but it's manageable.",Slightly Dissatisfied,
i cant correct purchase ,Neutral,
Thank you for resolving the missing items so quickly; it was a smooth experience.,Satisfied,
"It wasn?t awful, but I?d have preferred receiving the correct item.",Slightly Dissatisfied,
I'm frustrated with how long I had to wait for this order.,Dissatisfied,
 This whole thing has been a bit of a joke.,Dissatisfied,
Very happy with the quick and efficient resolution of my login issue.,Satisfied,
The prompt service turned a negative into a positive.,Satisfied,
You've wasted so much of my time and energy. I'll never buy from you again.,Highly Dissatisfied,
"The app was lagging like crazy, super annoying.",Dissatisfied,
Thanks for handling my account access issue with such efficiency.,Satisfied,
"Not cool. I expected better service, but long wait times has been such a hassle.",Dissatisfied,
"I didn't encounter any major issues with cancelling my subscription, but it wasn't remarkable.",Neutral,
I'm so happy with the speed and quality of the service I received.,Satisfied,
This could have been resolved much faster. order delivery took way too long.,Dissatisfied,
"Return process kinda dragged, so I'm not all that impressed.",Slightly Dissatisfied,
I want help to swap several items of purchase ,Neutral,
Nice quality,Neutral,
Wtf! This is such a mess. How can you guys screw this up AGAIN?,Highly Dissatisfied,
"I would like to correct order , will you help me?",Neutral,
" This wasn't the move, and I'm not happy.",Dissatisfied,
Absolutely ridiculous! incorrect product received is still unresolved after 9 days. Do I need to beg now?,Highly Dissatisfied,
The refund processing was fine. Nothing exceptional.,Neutral,
"That was a major letdown, the hotel didn?t look anything like the pics. False advertising vibes.",Slightly Dissatisfied,
 Why's this so complicated? Make it make sense.,Dissatisfied,
I'm so happy with how fast and efficient the repair process was.,Satisfied,
"The product arrived broken, and your support is useless as fuck. What a scam!",Highly Dissatisfied,
Why is it so hard to get a simple account login issue resolved? Unacceptable service!,Highly Dissatisfied,
The product description was vague. Didn't know what I was getting.,Dissatisfied,
Process was messy AF. Pls fix.,Dissatisfied,
I was surprised and delighted by the speed of the service.,Satisfied,
Absolutely ridiculous! subscription cancellation issues is still unresolved after 10 days. Do I need to beg now?,Highly Dissatisfied,
could I add a product to order ?,Neutral,
"The item came broken. Not cool, y'all.",Dissatisfied,
Appreciate the quick action to fix the delays and deliver a smooth experience.,Satisfied,
i have to change something of oirder  i need help,Neutral,
Thanks to the support team for their efficiency in resolving my login issue.,Satisfied,
Kudos to the team for solving my login concerns with speed.,Satisfied,
"I tried to cancel my order, but no one responded. Why is this so difficult?",Dissatisfied,
Shit,Highly Dissatisfied,
Completely disappointed with refund processing. The service is terrible.,Highly Dissatisfied,
It's clear that your team is committed to making customers happy.,Satisfied,
I wouldn't describe the subscription cancellation as either easy or difficult.it was fine.,Neutral,
I had to go out of my way to make this work.,Dissatisfied,
refund processing was just okay. Nothing to complain or praise about.,Neutral,
I'm disgusted by your service. Overbilling for weeks is unacceptable. Fix it immediately!,Highly Dissatisfied,
help modifying the shipping address,Neutral,
"Kind of disappointed. The unexpected charges wasn't great, but it's manageable.",Slightly Dissatisfied,
This service has exceeded all the expectations I had going in.,Satisfied,
change purchzse ,Neutral,
The team provided excellent support in addressing my refund request.thank you!,Satisfied,
I appreciate the fast turnaround to resolve the malfunction.excellent!,Satisfied,
I'm done with this nonsense! I paid for delivery and now this is happening?,Highly Dissatisfied,
"The process was mid, so yeah, not fully content with it.",Slightly Dissatisfied,
"I think refund request could've been handled better. It's not terrible, but it's not great.",Slightly Dissatisfied,
I need to swap an item of purchase ,Neutral,
"I'm beyond angry. Paid for unexpected charges, and now this? So done with this crap.",Highly Dissatisfied,
i cant modify order ,Neutral,
This was the worst experience of my life. Burn it all down!,Highly Dissatisfied,
The service I received for my damaged item problem needs improvement. Correct this.,Dissatisfied,
I was expecting a faster activation. I'm slightly let down by the delay.,Slightly Dissatisfied,
"I'm beyond angry. Paid for technical support delays, and now this? So done with this crap.",Highly Dissatisfied,
This refund situation is beyond frustrating. Why is it taking so long?,Highly Dissatisfied,
"The returns were adequate, but not enough to leave me satisfied.",Slightly Dissatisfied,
"It's cool I got it, but the delivery speed was sus.",Slightly Dissatisfied,
I appreciate the dedication to resolving my issue so quickly.,Satisfied,
I had a frustrating experience because of how slow the app was.,Dissatisfied,
I'm  impressed. subscription cancellation issues was fixed sooner than expected. Good work!,Satisfied,
"Handled alright, but would have preferred the right item from the start.",Slightly Dissatisfied,
This is outrageous! Eight days and still no action on my login problem?,Highly Dissatisfied,
The late delivery has left me questioning this service entirely.,Dissatisfied,
The missing items were resolved promptly and without hassle.fantastic job!,Satisfied,
Eight days and counting.why is no one addressing my account problem?,Highly Dissatisfied,
"I'm not trying to complain, but the membership cancellation process was not executed with professionalism.",Dissatisfied,
Completely disappointed with account setup. The service is terrible.,Highly Dissatisfied,
"Glad it arrived, but the wait felt endless.",Slightly Dissatisfied,
"I want my money back, NOW",Highly Dissatisfied,
There's room for improvement. My order delivery wasn't as smooth as expected.,Slightly Dissatisfied,
Thank you for getting my delivery back on track so fast!,Satisfied,
"It's been far too long, and still no clear answers about these unexpected charges. This is ridiculous!",Highly Dissatisfied,
"I don't want to sound harsh, but the process of canceling the membership could have been better managed.",Dissatisfied,
"The missing items were fixed in no time, and my experience was smooth.thank you!",Satisfied,
Is my refund request currently under review? Please update me.,Neutral,
This has gone on far too long. Eight days is an unreasonable wait for a login fix!,Highly Dissatisfied,
"The air conditioning broke in the middle of summer. Like, what do you want me to do with that?",Slightly Dissatisfied,
"A damaged item isn?t what I wanted, but I suppose it?s fine for now.",Slightly Dissatisfied,
"The delivery time was longer than anticipated, which wasn't ideal.",Slightly Dissatisfied,
I do not know how to switch some items of order ,Neutral,
I'd definitely recommend you to my friends! Just work on faster delivery times.,Satisfied,
Could you kindly update me on the progress of my refund request?,Neutral,
"I'm happy with the service, but the updates weren't great.",Slightly Dissatisfied,
"Not gonna lie, the product feels cheap. Not worth the price.",Dissatisfied,
 This whole experience has been a big yikes.,Dissatisfied,
how do I cancel purchase ?,Neutral,
"The package eventually arrived, but the delay was frustrating.",Slightly Dissatisfied,
"The missing items were handled efficiently, making the experience stress-free.",Satisfied,
is it possible to swap some items of purchase ,Neutral,
technical support left me slightly disappointed.,Slightly Dissatisfied,
The website navigation was fine. Nothing exceptional.,Neutral,
"The room was nice, but the noise outside? Total buzzkill, couldn't even sleep.",Slightly Dissatisfied,
"An acceptable experience, but the wrong item left me a bit dissatisfied.",Slightly Dissatisfied,
I'm  impressed. order delivery was fixed sooner than expected. Good work!,Satisfied,
Shipping time was outrageous. Fix your logistics.,Dissatisfied,
"I think account setup needs improvement, though it was not terrible.",Slightly Dissatisfied,
I'm thrilled with how quickly and smoothly everything was resolved.,Satisfied,
"No big issues with the service, but the communication was disappointing.",Slightly Dissatisfied,
can you helo me switch something of order ?,Neutral,
The absolute worst customer service I've dealt with in my life. Go to hell.,Highly Dissatisfied,
Just checking if there's any movement on my refund request.,Neutral,
I have problems with deleting an item from order ,Neutral,
The instructions are a pain in the ass to understand. Can you simplify them?,Slightly Dissatisfied,
Meh,Slightly Dissatisfied,
"refund request wasn't ideal, but I guess it's okay. Can you confirm?",Slightly Dissatisfied,
I neither liked nor disliked the account setup.,Neutral,
This is the last straw! I paid for delivery and got nothing but hassle in return!,Highly Dissatisfied,
"Not fully satisfied due to customer service rudeness, but I can manage for now.",Slightly Dissatisfied,
"This is okay, but long wait times could've been smoother. Expected more.",Slightly Dissatisfied,
Seriously? You've messed this up again? This is beyond frustrating!,Highly Dissatisfied,
"I was skeptical at first, but you've won me over. Just keep improving shipping speed.",Satisfied,
"It's not horrible, but disappointing",Slightly Dissatisfied,
The login issue was fixed perfectly.no complaints at all!,Satisfied,
How is it even possible to mess this up again? Fix it already!,Highly Dissatisfied,
"This is the second time I'm following up about a billing mistake, and it's still not resolved.",Dissatisfied,
"The return side was okay, but it left me slightly unsatisfied.",Slightly Dissatisfied,
Exceptional service! Truly a job well done.,Satisfied,
I am not happy with billing errors.,Dissatisfied,
The item arrived in pieces. How does this even happen?!,Highly Dissatisfied,
I expected a quicker resolution to this.,Dissatisfied,
I'm happy with the product quality; it went smoothly.,Satisfied,
I was given outdated information that didn't help with my decision.,Dissatisfied,
 Returning this product took longer than it should have.,Dissatisfied,
"I do not mean to offend, but the process of canceling the membership was not managed well.",Dissatisfied,
Could be better,Slightly Dissatisfied,
"The billing issue wasn?t great, but I?m sure it?ll be corrected soon.",Slightly Dissatisfied,
The way my damaged item issue was handled was poor. Kindly take immediate action.,Dissatisfied,
The process for cancelling my subscription was uneventful and neutral.,Neutral,
I thought this would be activated faster. Slightly frustrated by the wait.,Slightly Dissatisfied,
I am trying to hcange some articles of purchase ,Neutral,
I've had enough of this! Paid for delivery and now this is the result?,Highly Dissatisfied,
The customer service was fine. Nothing exceptional.,Neutral,
"It's been decent so far. account login issue wasn't perfect, but it wasn't a disaster either.",Neutral,
Underwhelmed and unimpressed,Slightly Dissatisfied,
"billing error was delayed, but at least the product works well. Can't complain much.",Neutral,
Thank you for making the website experience smooth again with the fast bug fix.,Satisfied,
Can you give me an update on whether my refund request is active?,Neutral,
i have to delete an product from order ,Neutral,
"Every time I inquire about the delay, I get no real answers. This is beyond frustrating!",Highly Dissatisfied,
 I wasn't impressed with how slow the entire process was.,Dissatisfied,
Thank you for such amazing service!,Satisfied,
Thanks for resolving the delivery issue sooner than anticipated.,Satisfied,
"It's alright, but the return process wasn't all that great.",Slightly Dissatisfied,
Just checking if billing error is being looked into. Let me know.,Neutral,
This wasn't as convenient as I thought it would be.,Dissatisfied,
how can i remove some articles from purchase ,Neutral,
"It's fine, nothing to rave about",Neutral,
"Not gonna lie, I expected this to be quicker, now I'm just waiting.",Slightly Dissatisfied,
Returns didn't go as smooth as I'd hoped. Kinda meh.,Slightly Dissatisfied,
This delay in delivery is beyond frustrating.,Dissatisfied,
"This is outrageous! I've been waiting for 9 days, and still no update on my long wait times for support.",Highly Dissatisfied,
is it possible to swap an item of purchase ?,Neutral,
The website is working seamlessly now.thanks for the quick fix!,Satisfied,
I don't trust that they'll do it right.,Slightly Dissatisfied,
It's frustrating that no substantial action is being taken on my concern.,Dissatisfied,
"missing items in order was sorted out fast, and the experience was smooth. Great job!",Satisfied,
Appreciate the speed and care with which my cancellation concern was resolved.,Satisfied,
I'm happy with the refund processing; it went smoothly.,Satisfied,
I wanted to follow up on the malfunction issue I reported with my product.any updates?,Neutral,
The lack of professionalism is astounding. Do better!,Dissatisfied,
"This is outrageous! I've been waiting for 10 days, and still no update on my product malfunction.",Highly Dissatisfied,
can you help me  cancelling purchase ?,Neutral,
Absolutely ridiculous! order delivery is still unresolved after 3 days. Do I need to beg now?,Highly Dissatisfied,
"Not the worst experience, but refund request has left me dissatisfied. Do better.",Dissatisfied,
I appreciate the way communication issues was dealt with. Thank you!,Satisfied,
This is the worst experience ever. product malfunction has been mishandled again and again.,Highly Dissatisfied,
I expected more details in the product description.,Dissatisfied,
"Service? Fine. Updates? A little sus, not gonna lie.",Slightly Dissatisfied,
"Bruh, this is unacceptable. How hard is it to fix a simple missing items in order?",Highly Dissatisfied,
"refund request was sorted out fast, and the experience was smooth. Great job!",Satisfied,
i cant switch several aritcles of purchase ,Neutral,
"How is it possible that 8 days later, my account issue is still unresolved?",Highly Dissatisfied,
 Why's it so hard to get stuff done here? Frustrating.,Dissatisfied,
help to swap an item of purchase ,Neutral,
